customer_id,age,gender,region,product_category,purchase_date,units_purchased,unit_price,purchase_amount,return,payment_method,high_value
45,50,Male,West,Electronics,2023-05-24,4,365.05,1458.9,0,Credit Card,1
46,53,Male,North,Electronics,2024-02-15,3,389.52,1169.73,1,Debit Card,1
47,64,Female,West,Electronics,2022-02-04,5,225.75,1130.09,0,Gift Card,1
48,37,Male,East,Clothing,2022-07-25,4,52.1,208.08,0,Gift Card,1
49,36,Female,West,Home & Kitchen,2024-10-22,4,256.41,1025.06,0,Debit Card,1
50,52,Female,East,Sports,2024-10-18,1,105.14,105.08,0,Debit Card,0
51,60,Other,West,Books,2023-07-20,1,50.47,54.09,0,Gift Card,0
52,34,Female,West,Sports,2023-12-04,5,184.53,922.25,0,Credit Card,1
53,62,Male,North,Clothing,2023-02-06,4,43.03,176.53,0,Credit Card,0
54,60,Other,North,Books,2023-12-31,2,32.91,65.86,0,Debit Card,0
55,51,Female,West,Books,2022-06-11,1,42.26,46.75,0,Gift Card,0
56,26,Other,East,Clothing,2022-07-21,5,50.55,256.1,0,Credit Card,1
57,43,Male,East,Home & Kitchen,2024-09-22,4,254.29,1015.77,0,Debit Card,1
58,19,Female,North,Books,2022-09-27,4,34.97,143.5,0,PayPal,0
59,26,Male,North,Home & Kitchen,2024-03-26,2,74.62,145.33,0,Debit Card,0
60,26,Other,South,Clothing,2023-04-01,5,95.79,483.19,0,PayPal,1
61,57,Female,North,Sports,2024-10-13,4,249.94,1001.06,1,Debit Card,1
62,34,Other,East,Books,2022-10-23,1,13.28,8.82,0,Gift Card,0
63,18,Other,North,Home & Kitchen,2023-12-21,2,250.52,502.49,0,Gift Card,1
64,42,Female,South,Books,2022-12-04,5,16.4,86.75,0,Gift Card,0
65,60,Other,West,Home & Kitchen,2024-05-28,2,241.24,478.19,0,Gift Card,1
66,57,Male,West,Books,2024-12-12,1,45.4,45.95,0,PayPal,0
67,59,Other,East,Books,2024-03-02,5,21.53,110.11,0,Debit Card,0
68,42,Male,South,Books,2022-08-05,2,22.92,48.94,0,Gift Card,0
69,56,Male,West,Sports,2024-02-03,3,203.32,609.09,0,Credit Card,1
70,52,Other,West,Books,2022-07-07,1,30.38,27.42,0,Credit Card,0
71,20,Male,North,Home & Kitchen,2023-01-15,1,227.32,222.74,1,Credit Card,1
72,54,Female,West,Sports,2023-05-08,1,58.3,59.09,0,Debit Card,0
73,61,Male,East,Electronics,2024-11-30,3,533.65,1600.48,0,Credit Card,1
74,61,Male,West,Home & Kitchen,2022-01-15,3,221.94,670.3,0,Credit Card,1
75,47,Male,East,Home & Kitchen,2022-03-06,4,274.87,1095.1,0,PayPal,1
76,55,Female,East,Electronics,2023-06-05,2,209.57,420.99,0,Debit Card,1
77,51,Female,North,Sports,2023-10-10,4,158.43,628.96,0,Debit Card,1
78,29,Female,South,Books,2024-12-22,2,37.95,72.62,0,Credit Card,0
79,36,Other,East,Home & Kitchen,2023-08-16,3,125.43,375.84,0,Debit Card,1
80,54,Female,West,Electronics,2023-01-27,3,356.31,1068.48,0,PayPal,1
81,61,Male,West,Books,2023-02-23,4,7.09,30.21,0,PayPal,0
82,34,Female,East,Sports,2022-10-16,5,192.82,968.19,0,Gift Card,1
83,27,Female,West,Home & Kitchen,2023-01-14,4,178.32,714.66,1,PayPal,1
84,64,Male,North,Books,2022-08-19,2,8.18,20.89,0,Gift Card,0
85,29,Other,West,Books,2024-10-14,4,42.44,173.58,0,Credit Card,0
86,33,Female,North,Clothing,2022-02-10,1,80.68,81.53,0,Gift Card,0
87,41,Other,East,Electronics,2024-11-17,2,165.51,334.35,0,Gift Card,1
88,36,Other,East,Books,2022-05-15,2,58.33,118.08,0,Credit Card,0
89,25,Other,East,Sports,2022-07-20,5,238.55,1188.54,0,Gift Card,1
90,48,Male,North,Clothing,2024-02-19,3,86.68,262.44,0,PayPal,1
91,38,Other,West,Books,2024-07-18,2,10.15,16.25,0,Credit Card,0
92,34,Other,North,Books,2024-11-22,3,46.5,140.45,0,Debit Card,0
93,40,Male,West,Sports,2024-12-07,4,135.68,544.76,0,Gift Card,1
94,54,Other,West,Clothing,2023-05-18,1,59.32,54.98,0,PayPal,0
95,33,Other,North,Clothing,2023-02-11,5,83.88,416.73,0,Debit Card,1
96,23,Male,South,Electronics,2024-03-15,3,385.1,1159.46,0,Credit Card,1
97,25,Male,East,Books,2022-04-09,2,35.95,73.06,0,Credit Card,0
98,42,Female,West,Electronics,2023-11-15,3,348.55,1043.11,0,Credit Card,1
99,35,Female,West,Clothing,2023-12-27,2,98.75,199.4,0,PayPal,0
100,42,Female,North,Electronics,2024-08-18,3,563.43,1691.26,0,Debit Card,1
101,29,Other,South,Sports,2023-09-05,2,106.51,213.04,0,Credit Card,1
102,32,Other,East,Home & Kitchen,2023-10-05,4,225.94,908.54,0,PayPal,1
103,43,Other,South,Sports,2024-10-25,2,226.25,454.34,0,PayPal,1
104,58,Male,East,Clothing,2023-05-18,2,79.28,157.31,0,Debit Card,0
105,62,Other,West,Sports,2024-02-06,1,124.78,127.78,0,Credit Card,0
106,43,Female,West,Clothing,2023-02-02,2,98.28,200.4,0,Credit Card,1
107,64,Male,North,Sports,2024-05-20,1,158.07,154.32,0,Gift Card,0
108,49,Male,North,Books,2024-03-05,5,49.36,243.82,0,Credit Card,1
109,27,Male,South,Books,2023-01-28,1,31.21,28.37,0,Debit Card,0
110,33,Female,South,Sports,2022-07-26,4,249.13,998.42,0,PayPal,1
111,24,Female,East,Electronics,2024-11-04,1,176.76,177.79,0,Debit Card,0
112,34,Female,North,Clothing,2024-06-10,5,20.41,103.25,0,Credit Card,0
113,40,Male,West,Books,2024-05-13,4,40.21,165.25,0,PayPal,0
114,43,Male,North,Clothing,2024-01-13,3,58.8,179.15,0,Debit Card,0
115,38,Other,South,Books,2023-07-18,3,18.22,50.94,0,Credit Card,0
116,39,Other,North,Home & Kitchen,2024-10-17,1,114.21,112.69,0,Credit Card,0
117,24,Female,West,Sports,2022-04-06,1,82.61,81.96,0,Credit Card,0
118,31,Male,North,Books,2023-04-30,5,6.69,32.43,0,Gift Card,0
119,32,Other,South,Sports,2022-08-19,5,243.59,1219.67,0,Gift Card,1
120,24,Female,West,Home & Kitchen,2024-01-19,2,89.6,183.12,0,Gift Card,0
121,26,Female,East,Clothing,2023-06-25,5,115.42,575.18,0,PayPal,1
122,65,Other,East,Sports,2024-11-25,2,196.58,393.69,0,Debit Card,1
123,25,Female,West,Books,2023-06-09,4,56.11,227.33,0,PayPal,1
124,40,Male,West,Home & Kitchen,2023-08-01,1,38.25,37.41,0,PayPal,0
125,46,Female,West,Books,2023-11-13,4,52.96,208.53,0,Credit Card,1
126,35,Male,South,Home & Kitchen,2023-07-11,5,172.35,861.5,0,Credit Card,1
127,48,Male,West,Home & Kitchen,2024-10-09,4,200.79,798.7,0,PayPal,1
128,47,Other,South,Books,2023-10-08,4,40.45,166.21,0,Debit Card,0
129,56,Other,West,Sports,2024-03-06,4,209.45,833.57,0,Gift Card,1
130,52,Other,South,Clothing,2024-11-17,5,63.34,316.1,0,PayPal,1
131,35,Female,South,Clothing,2022-07-09,4,115.3,461.49,0,PayPal,1
132,59,Other,North,Home & Kitchen,2023-09-25,2,172.72,350.29,0,Debit Card,1
133,56,Other,East,Books,2023-09-20,5,48.64,239.84,0,Debit Card,1
134,34,Female,West,Home & Kitchen,2024-08-30,4,297.45,1185.93,0,PayPal,1
135,31,Other,East,Clothing,2023-12-11,5,46.08,225.51,0,Credit Card,1
136,48,Female,East,Home & Kitchen,2023-10-11,3,298.56,892.22,0,Credit Card,1
137,41,Female,North,Home & Kitchen,2022-11-14,2,54.25,105.57,0,PayPal,0
138,52,Male,East,Clothing,2023-11-15,4,20.3,82.51,0,Credit Card,0
139,61,Male,East,Sports,2023-10-26,3,34.94,102.01,0,Debit Card,0
140,62,Other,West,Home & Kitchen,2023-03-18,3,122.28,362.05,0,Gift Card,1
141,51,Female,South,Sports,2023-07-18,5,167.4,840.29,0,Debit Card,1
142,20,Male,West,Home & Kitchen,2024-08-09,3,48.64,144.57,0,Gift Card,0
143,54,Male,West,Books,2023-11-30,2,5.31,9.16,0,PayPal,0
144,60,Male,East,Home & Kitchen,2022-04-23,2,283.01,564.05,0,PayPal,1
145,57,Male,East,Home & Kitchen,2022-01-02,1,251.92,256.67,0,Gift Card,1
146,43,Other,West,Electronics,2023-10-04,2,514.13,1024.97,0,Credit Card,1
147,40,Male,West,Books,2022-08-08,3,53.64,164.91,0,PayPal,0
148,61,Other,East,Books,2024-05-04,2,43.5,89.77,0,Gift Card,0
149,56,Female,South,Sports,2023-01-20,5,48.49,238.22,0,Credit Card,1
150,32,Other,South,Sports,2024-12-12,1,114.8,119.66,0,Gift Card,0
151,21,Male,West,Home & Kitchen,2023-12-31,3,225.25,673.46,0,PayPal,1
152,46,Female,South,Clothing,2022-09-04,1,56.44,52.43,0,PayPal,0
153,39,Female,West,Home & Kitchen,2024-04-15,3,215.6,650.09,0,Debit Card,1
154,42,Other,North,Electronics,2022-07-22,5,161.02,807.19,0,Gift Card,1
155,30,Female,East,Home & Kitchen,2022-05-03,1,112.66,113.83,0,Credit Card,0
156,35,Other,West,Electronics,2023-02-05,4,397.11,1584.99,0,PayPal,1
157,50,Female,West,Home & Kitchen,2024-02-06,3,200.66,601.78,0,Debit Card,1
158,33,Other,West,Sports,2022-10-21,4,154.83,622.14,0,Debit Card,1
159,62,Male,South,Home & Kitchen,2022-10-07,1,218.39,216.43,0,Credit Card,1
160,59,Other,West,Sports,2024-06-02,4,26.37,103.6,0,PayPal,0
161,61,Other,North,Clothing,2022-07-17,4,33.12,127.52,0,Debit Card,0
162,19,Male,South,Clothing,2024-09-08,1,132.96,129.71,0,Credit Card,0
163,52,Other,East,Books,2024-01-22,5,42.5,216.23,0,Credit Card,1
164,59,Other,North,Home & Kitchen,2022-05-24,4,60.49,241.38,0,Gift Card,1
165,51,Female,West,Books,2023-09-01,4,51.31,210.1,0,Gift Card,1
166,47,Other,North,Home & Kitchen,2022-07-06,5,95.4,475.97,0,PayPal,1
167,30,Female,West,Clothing,2023-04-09,4,82.17,330.85,0,Debit Card,1
168,30,Male,North,Electronics,2023-10-22,4,215.34,859.17,0,Debit Card,1
169,35,Female,South,Books,2024-02-03,4,44.06,174.86,0,Gift Card,0
170,49,Female,West,Books,2024-08-12,2,41.68,80.26,0,PayPal,0
171,49,Male,South,Clothing,2023-02-07,5,47.44,235.69,0,Debit Card,1
172,52,Female,North,Clothing,2022-05-27,4,132.24,529.44,0,Credit Card,1
173,56,Male,West,Electronics,2024-05-13,5,330.59,1657.86,0,Credit Card,1
174,63,Other,East,Books,2023-05-04,3,21.09,64.91,0,Credit Card,0
175,46,Other,East,Clothing,2024-07-17,3,39.8,116.4,0,Credit Card,0
176,46,Female,West,Clothing,2023-07-05,4,54.6,213.86,0,Gift Card,1
177,61,Other,North,Electronics,2022-12-04,5,159.91,795.82,0,PayPal,1
178,33,Male,East,Electronics,2024-05-21,5,412.47,2062.95,0,Credit Card,1
179,61,Other,West,Sports,2023-10-03,5,214.5,1075.16,0,Credit Card,1
180,64,Male,East,Home & Kitchen,2023-04-18,2,178.22,360.85,0,Debit Card,1
181,27,Other,West,Sports,2022-05-31,3,74.34,218.17,0,Gift Card,1
182,47,Female,North,Electronics,2022-09-20,5,165.15,825.98,1,Debit Card,1
183,42,Other,North,Clothing,2022-05-24,5,47.9,239.22,0,Debit Card,1
184,56,Other,South,Electronics,2022-12-12,2,337.25,676.07,0,Debit Card,1
185,37,Other,East,Books,2023-09-16,2,46.78,94.15,0,Credit Card,0
186,22,Male,South,Clothing,2024-10-13,5,44.42,223.97,0,PayPal,1
187,18,Male,North,Sports,2024-05-30,1,186.95,188.53,0,Gift Card,0
188,47,Female,West,Sports,2022-01-02,5,220.06,1096.47,0,Credit Card,1
189,20,Male,North,Sports,2024-06-15,5,127.14,638.69,0,Gift Card,1
190,62,Other,North,Clothing,2022-09-11,2,126.79,249.8,0,Credit Card,1
191,31,Other,West,Home & Kitchen,2023-03-29,2,179.76,361.5,0,PayPal,1
192,47,Male,South,Home & Kitchen,2024-11-26,5,202.01,1009.23,0,PayPal,1
193,21,Other,East,Home & Kitchen,2024-10-11,5,172.1,860.61,0,Gift Card,1
194,35,Female,North,Electronics,2022-01-09,5,358.43,1796.17,1,Debit Card,1
195,54,Female,North,Electronics,2024-03-26,2,255.59,515.09,0,Credit Card,1
196,42,Male,East,Books,2022-07-27,5,21.68,111.56,0,Gift Card,0
197,65,Male,North,Clothing,2023-02-08,5,57.7,288.58,0,Debit Card,1
198,18,Female,East,Books,2022-06-01,4,35.98,146.29,0,PayPal,0
199,63,Female,East,Electronics,2022-02-23,1,203.98,204.11,0,Credit Card,1
200,32,Male,East,Clothing,2023-09-20,3,139.18,421.24,0,PayPal,1
201,26,Male,West,Sports,2023-08-10,1,187.15,186.18,0,Credit Card,0
202,32,Male,South,Clothing,2022-04-14,4,72.19,293.45,0,Debit Card,1
203,41,Other,South,Electronics,2022-09-11,3,221.38,668.47,0,Credit Card,1
204,21,Male,West,Sports,2023-05-25,5,223.45,1119.66,0,Debit Card,1
205,29,Male,South,Sports,2022-04-09,4,210.35,839.19,0,Credit Card,1
206,54,Other,South,Clothing,2022-06-02,5,113.82,565.44,1,Gift Card,1
207,54,Female,South,Home & Kitchen,2024-07-02,2,103.32,210.18,0,PayPal,1
208,60,Male,North,Electronics,2024-05-27,4,331.1,1321.06,0,Credit Card,1
209,23,Other,West,Electronics,2022-12-04,2,196.24,396.02,0,Credit Card,1
210,56,Male,South,Home & Kitchen,2024-04-01,4,81.04,324.07,0,PayPal,1
211,63,Male,West,Books,2024-08-14,4,48.07,191.33,0,Credit Card,0
212,41,Other,South,Books,2022-06-10,2,44.33,92.69,0,PayPal,0
213,28,Female,South,Electronics,2024-03-11,3,417.07,1252.24,0,Debit Card,1
214,30,Other,West,Home & Kitchen,2023-02-02,1,271.85,272.61,0,Gift Card,1
215,51,Male,East,Home & Kitchen,2024-03-26,5,187.48,938.0,0,Gift Card,1
216,42,Female,West,Sports,2023-02-05,4,130.07,518.98,0,PayPal,1
217,24,Other,East,Books,2023-10-02,5,23.72,121.46,0,Gift Card,0
218,21,Other,North,Books,2024-11-22,2,56.72,110.98,0,PayPal,0
219,25,Female,West,Sports,2023-11-19,5,43.61,222.44,0,Gift Card,1
220,37,Male,East,Clothing,2023-04-05,2,141.02,285.97,0,Credit Card,1
221,46,Other,South,Books,2024-08-12,5,50.47,250.72,0,Credit Card,1
222,62,Other,North,Sports,2023-04-15,1,54.23,56.53,0,Gift Card,0
223,63,Other,West,Home & Kitchen,2024-11-11,1,182.55,183.28,0,Debit Card,0
224,27,Male,East,Clothing,2024-01-20,1,132.65,131.03,1,Gift Card,0
225,60,Other,East,Electronics,2022-02-07,1,407.31,412.2,0,Credit Card,1
226,51,Female,West,Home & Kitchen,2022-08-18,1,274.94,270.2,0,Gift Card,1
227,43,Female,East,Clothing,2023-07-17,1,142.59,140.11,0,Credit Card,0
228,58,Other,West,Sports,2023-03-14,2,120.04,240.27,0,Debit Card,1
229,20,Other,East,Home & Kitchen,2022-01-27,4,131.87,527.72,0,Debit Card,1
230,23,Female,South,Clothing,2022-08-14,5,141.72,709.5,0,Gift Card,1
231,22,Female,West,Electronics,2024-03-08,1,453.81,456.33,0,Credit Card,1
232,22,Other,West,Home & Kitchen,2022-10-11,2,61.33,123.89,0,Debit Card,0
233,64,Female,North,Home & Kitchen,2024-05-28,2,41.42,83.84,0,PayPal,0
234,40,Male,South,Books,2024-08-17,2,36.05,67.64,0,Gift Card,0
235,26,Male,West,Clothing,2023-03-29,4,140.92,562.45,0,PayPal,1
236,52,Male,East,Clothing,2024-10-16,5,129.75,646.08,0,Gift Card,1
237,37,Male,East,Books,2024-03-26,4,42.17,166.34,0,Credit Card,0
238,59,Female,East,Sports,2023-10-21,3,56.3,169.45,0,Credit Card,0
239,52,Male,North,Sports,2023-07-01,2,82.2,161.4,0,PayPal,0
240,35,Other,West,Books,2024-12-08,3,53.15,157.4,0,Credit Card,0
241,34,Other,East,Home & Kitchen,2022-01-17,1,79.36,76.73,0,Credit Card,0
242,41,Male,North,Electronics,2022-06-07,1,275.3,279.78,0,Credit Card,1
243,20,Other,North,Sports,2023-04-22,4,54.16,221.09,0,PayPal,1
244,49,Male,West,Electronics,2024-12-05,5,454.25,2272.34,1,Credit Card,1
245,52,Male,East,Clothing,2023-06-02,3,142.72,432.4,0,Debit Card,1
246,55,Male,South,Clothing,2022-04-09,5,54.97,277.69,0,Gift Card,1
247,30,Other,East,Sports,2024-11-26,4,131.97,528.77,0,Debit Card,1
248,64,Other,South,Home & Kitchen,2022-10-07,1,201.27,196.34,0,PayPal,0
249,42,Male,South,Clothing,2023-05-12,5,149.93,752.38,1,PayPal,1
250,26,Male,East,Electronics,2022-10-29,5,197.16,987.84,0,Credit Card,1
251,21,Male,South,Home & Kitchen,2022-06-30,1,164.61,165.77,0,Debit Card,0
252,31,Male,North,Sports,2023-08-30,3,111.65,337.56,0,PayPal,1
253,54,Female,North,Clothing,2023-12-01,1,132.56,132.69,0,Gift Card,0
254,51,Male,East,Sports,2024-09-19,5,132.09,662.5,0,PayPal,1
255,28,Other,West,Home & Kitchen,2022-07-10,3,59.96,184.24,0,Debit Card,0
256,58,Male,North,Home & Kitchen,2022-09-10,3,201.29,602.64,0,Gift Card,1
257,20,Female,East,Home & Kitchen,2024-09-07,1,238.11,240.19,1,Gift Card,1
258,45,Other,South,Books,2024-07-16,5,5.16,25.55,0,Credit Card,0
259,46,Female,North,Books,2022-05-08,4,52.24,210.71,0,Gift Card,1
260,26,Male,East,Electronics,2022-01-18,5,233.71,1171.18,0,Credit Card,1
261,20,Other,East,Home & Kitchen,2023-07-20,2,179.06,353.57,0,Credit Card,1
262,42,Male,West,Home & Kitchen,2023-07-24,4,142.27,570.53,0,PayPal,1
263,51,Other,South,Clothing,2023-11-17,3,113.55,337.93,0,PayPal,1
264,29,Other,South,Electronics,2023-09-18,4,317.02,1269.79,0,Credit Card,1
265,59,Other,South,Electronics,2024-05-03,3,541.39,1623.86,0,Debit Card,1
266,26,Female,East,Sports,2024-08-19,3,189.36,570.82,0,Credit Card,1
267,32,Male,East,Home & Kitchen,2022-06-04,4,204.88,815.76,0,Debit Card,1
268,57,Female,South,Clothing,2023-05-05,3,123.51,371.8,0,Gift Card,1
269,42,Female,East,Sports,2024-02-24,3,194.66,581.75,1,Gift Card,1
270,22,Male,West,Books,2022-09-03,2,6.98,17.48,1,Gift Card,0
271,28,Male,East,Home & Kitchen,2024-11-28,5,136.58,687.18,1,Credit Card,1
272,51,Male,East,Electronics,2024-01-29,5,568.86,2849.28,0,Debit Card,1
273,41,Other,North,Home & Kitchen,2023-06-22,2,63.95,130.85,0,Credit Card,0
274,32,Female,West,Home & Kitchen,2024-07-09,4,229.02,918.6,0,Gift Card,1
275,55,Female,North,Books,2023-02-12,1,58.6,55.76,1,PayPal,0
276,25,Female,South,Clothing,2023-06-09,1,26.79,25.15,0,Gift Card,0
277,22,Female,South,Clothing,2024-04-07,1,108.69,108.34,0,Gift Card,0
278,65,Female,West,Clothing,2024-06-21,2,80.86,164.45,0,PayPal,0
279,43,Other,East,Sports,2022-02-05,2,155.31,314.78,0,Debit Card,1
280,35,Male,North,Clothing,2023-11-16,3,31.09,90.17,0,Gift Card,0
281,23,Other,West,Sports,2022-01-20,1,34.68,38.9,0,Debit Card,0
282,54,Other,North,Books,2022-11-17,4,41.68,168.67,0,PayPal,0
283,65,Other,East,Home & Kitchen,2023-05-27,4,252.29,1010.28,0,PayPal,1
284,30,Male,North,Sports,2023-02-04,1,200.95,197.95,0,PayPal,0
285,45,Male,West,Books,2023-10-16,1,34.91,30.46,0,Credit Card,0
286,22,Female,East,Sports,2024-08-29,1,47.47,48.15,0,Debit Card,0
287,30,Other,East,Books,2023-04-16,2,42.84,87.2,0,Credit Card,0
288,34,Female,West,Clothing,2024-04-13,2,51.45,100.0,0,PayPal,0
289,57,Male,East,Clothing,2023-12-28,2,138.44,277.44,0,Gift Card,1
290,62,Male,North,Books,2024-05-03,5,51.1,259.09,1,Credit Card,1
291,49,Male,South,Electronics,2022-02-20,4,469.22,1880.24,0,Gift Card,1
292,46,Male,West,Books,2023-07-29,4,57.19,233.02,1,Credit Card,1
293,20,Other,North,Sports,2022-05-30,3,32.07,94.87,0,Debit Card,0
294,57,Female,East,Books,2022-11-10,2,45.49,89.16,0,Gift Card,0
295,51,Male,South,Home & Kitchen,2023-07-24,5,119.17,598.32,0,Credit Card,1
296,57,Female,North,Electronics,2022-11-01,5,557.73,2787.96,0,PayPal,1
297,44,Male,West,Books,2023-11-13,4,19.67,74.54,0,PayPal,0
298,30,Female,East,Electronics,2024-04-17,2,476.19,950.2,0,Debit Card,1
299,62,Female,West,Electronics,2024-12-13,3,544.94,1634.01,0,Debit Card,1
300,50,Male,North,Books,2024-09-29,2,7.29,12.51,0,Credit Card,0
301,23,Male,South,Books,2023-03-20,1,26.87,25.19,0,PayPal,0
302,41,Female,North,Clothing,2023-09-05,2,119.1,236.14,0,Gift Card,1
303,36,Other,North,Books,2024-09-19,1,30.02,25.44,0,Credit Card,0
304,33,Male,East,Books,2022-09-21,1,19.7,21.07,0,Credit Card,0
305,57,Male,West,Clothing,2024-12-12,3,48.57,146.7,0,PayPal,0
306,45,Other,North,Clothing,2024-09-30,4,37.1,149.92,0,Debit Card,0
307,50,Other,North,Home & Kitchen,2022-01-05,2,261.42,519.77,0,Gift Card,1
308,65,Male,South,Books,2024-02-13,1,36.64,34.6,0,Debit Card,0
309,58,Male,South,Sports,2024-05-26,2,42.19,85.57,0,Credit Card,0
310,30,Male,West,Electronics,2024-09-18,4,322.16,1289.64,0,Credit Card,1
311,60,Male,West,Clothing,2024-06-02,4,67.81,271.28,0,PayPal,1
312,62,Female,East,Books,2022-02-16,5,15.0,73.48,0,Debit Card,0
313,42,Female,West,Sports,2024-05-16,4,122.99,496.09,0,Credit Card,1
314,59,Female,South,Electronics,2024-04-02,3,299.44,896.73,0,Credit Card,1
315,53,Male,West,Books,2024-07-24,1,23.8,23.36,0,Debit Card,0
316,44,Female,North,Sports,2023-10-18,5,191.28,958.19,0,PayPal,1
317,55,Male,West,Electronics,2022-09-26,3,250.47,751.84,0,PayPal,1
318,24,Male,West,Sports,2023-01-05,2,169.42,337.31,0,Gift Card,1
319,22,Female,East,Clothing,2023-09-28,1,94.18,93.54,1,Gift Card,0
320,60,Male,North,Books,2023-10-19,4,36.25,147.93,0,Gift Card,0
321,62,Female,East,Sports,2022-04-30,1,174.18,171.96,0,Debit Card,0
322,48,Female,South,Sports,2024-04-10,2,148.39,293.19,0,Gift Card,1
323,40,Female,West,Books,2024-12-17,5,53.36,264.93,0,Gift Card,1
324,59,Female,West,Electronics,2024-01-11,5,454.01,2273.55,0,Debit Card,1
325,27,Female,South,Books,2022-04-27,5,35.08,171.3,0,Gift Card,0
326,49,Other,East,Sports,2024-03-01,4,211.7,851.7,0,PayPal,1
327,60,Other,North,Home & Kitchen,2024-10-09,3,193.66,581.39,0,Credit Card,1
328,47,Other,East,Electronics,2024-12-17,3,281.01,847.89,0,PayPal,1
329,56,Other,East,Sports,2023-09-26,1,71.6,75.99,0,PayPal,0
330,48,Other,North,Home & Kitchen,2023-05-28,4,71.13,284.04,0,Credit Card,1
331,35,Female,West,Electronics,2024-03-12,5,554.75,2770.76,0,PayPal,1
332,53,Male,East,Clothing,2023-07-14,5,112.32,558.24,0,Credit Card,1
333,19,Male,South,Books,2023-05-03,2,56.56,110.51,0,PayPal,0
334,31,Female,North,Electronics,2024-06-15,2,421.48,845.06,0,Debit Card,1
335,30,Male,West,Electronics,2023-12-05,5,363.03,1812.88,0,Debit Card,1
336,46,Male,North,Sports,2023-08-04,5,38.44,190.6,0,Gift Card,0
337,29,Other,South,Home & Kitchen,2024-02-29,4,211.34,844.86,0,Debit Card,1
338,56,Other,North,Electronics,2024-05-10,3,411.99,1240.11,0,Credit Card,1
